Caters,trendy,HasTV,NoiseLevel,OutdoorSeating,WiFi_no,business_id,stars,suggestion
0,0,1,1,1,0,"Outback Steakhouse (1412 East Blvd, Ste A)",3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,D'vine Diner (7746 Elbow Drive SW),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,1,Outback Steakhouse (25 McMurray Rd),3,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,"Momofuku Daishō (190 University Avenue Toronto, 3rd Floor)",3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,1,0,The Abbey Pub & Steak House (989 College Street),2,You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,0,0,0,0,Applebee's Grill + Bar (9174 Mentor Ave),2.5,"You should provide catering services.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,0,1,0,Shogun (306 E Garrison Blvd),2,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.
0,1,1,1,0,1,Claim Jumper Restaurant & Saloon (1530 W Baseline Rd),3,"You should provide catering services.|Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,1,1,1,1,0,Bull & Barrister Draft House and Grille (3615 Mount Holly-Huntersville Rd),2,"Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks."
1,0,1,2,1,1,The Old Fashioned (23 N Pinckney St),4,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,Waddells Longhorn Corral (1629 N 195th Ave),2.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,LongHorn Steakhouse (6015 Enterprise Pkwy),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Queue de Cheval (1181 Rue de la Montagne),3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,Logan's Roadhouse (2649 S Market St),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Vieux-Port Steakhouse (39 Rue Saint Paul E),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,0,0,0,Caribou Gourmand (5308 Boulevard Saint-Laurent),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,2,1,0,Chart House (7255 Mccormick Pkwy),3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,0,0,Gus (38 Rue Beaubien E),4.5,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,"Michael T's Steaks, Ribs, & Burgers (7315 W Warm Springs Rd)",4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,1,Rawhide Steakhouse & Saloon (5700 W N Loop Rd),2.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,1,South Main Kitchen & Tavern (128 S Main St),3.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,LongHorn Steakhouse (4171 Rockside Rd),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,2,0,1,Local Tavern (11 Chester St),4,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Golden Steer Steakhouse (308 W Sahara Ave),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Steak Escape West Towne Mall (118 W Towne Mall),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,0,1,Morton's The Steakhouse (400 E Flamingo Rd),4,"You should provide catering services.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,1,Montana's BBQ & Bar (41 Milner Ave),2.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Tony Roma's (2040 N Rainbow Blvd),2.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,The Wooden Nickel (12120 State Rt 30),3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,2,0,1,Waffle House (2553 Cherry Rd),3,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,1,THE Steak House (2880 S Las Vegas Blvd),4,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,LongHorn Steakhouse (2475 N 75th Ave),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,0,0,1,Red Violin (95 Danforth Avenue),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,1,Samurai Japanese Steakhouse & Sushi (1199 W Sunset Rd),4,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,1,Applebee's Grill + Bar (35055 Maple Grove Rd),2,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Carve (5255 Boulder Hwy),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,1,Henry Wahner's Restaurant & Lounge (1609 E Main St),3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,0,1,0,0,Airport Gate Steak and Grill (6575 Airport Road),3.5,"Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,0,1,0,1909 Taverne Moderne (1950 Rue Claude-Gagné),3,The noise from TV may cause disturbance when customers talk with each others.
0,0,0,1,1,0,Texas Roadhouse (15255 West Mcdowell Rd),3.5,You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,0,0,1,1,Outback Steakhouse (4715 E Cactus Rd),3.5,You should provide catering services.
1,0,1,1,1,1,Applebee's Grill + Bar (699 N Stephanie St),3,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,3,1,0,Ruth's Chris Steak House (2137 Deming Way),3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,Small Rooms (1181 Finch Avenue W),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,1,0,0,0,0,Outback Steakhouse (9801 N Black Canyon Hwy),3.5,"You should provide catering services.|Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,The Keg Steakhouse + Bar - Mansion (515 Jarvis Street),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,0,1,Houston Avenue Bar & Grill (33 Yonge Street),3,"You should provide catering services.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,The Capital Grille (301 5th Ave),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Taverne Of Richfield (3960 Broadview Rd),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,0,Terzetto (12300 Las Vegas Blvd S),4,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,1,1,"R Steak & Seafood (Riviera Hotel & Casino, 2901 S Las Vegas Blvd)",4,You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,1,0,Outback Steakhouse (521 N Stephanie St),3.5,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,0,1,0,Pacers Sports Bar & Grille (9055 Mentor Ave),3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.
0,0,1,1,1,0,Outback Steakhouse (501 N New Hope Rd),2.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,0,1,0,1,Wildfire Steakhouse & Wine Bar (8 Colborne Street),4,"Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,"Trophy's Steakhouse (7215 S Power Rd, Ste 107)",3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,3,1,1,Cholla Prime Steakhouse & Lounge (524 N 92nd St),4.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,LongHorn Steakhouse (17211 Southpark Ctr),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Cattlebaron Alberta Steak House and Bar (33 Sun Valley Boulevard SE),4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,2,0,0,Fazio's Restaurant (8074 Columbia Rd),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,1,1,2,1,0,Lakeside (3131 Las Vegas Blvd S),3.5,"Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks."
0,0,0,1,0,0,"The Keg Steakhouse + Bar (Bramalea City Centre, 46 Peel Centre Drive)",4,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Fire + Spice (1600 S 52st St),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Yard House (21001 North Tatum Blvd),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,The Tulip (1606 Queen Street  E),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,0,1,Outback Steakhouse (5605 W Bell Rd),3.5,"You should provide catering services.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,1,0,Houston Steaks & Ribs (33 Yonge St),2.5,You should provide catering services.
1,0,1,1,1,0,"The Garden Grill (Circus Circus Las Vegas, 2800 Las Vegas Blvd S)",3,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,1,Trivs (17100 Royalton Rd),4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,O'ribs (600 Pierre Caisse),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,CopaCabana Brazilian Steakhouse (205 Marycroft Avenue),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,1,Aristotle's Steak & Seafood (6905 Millcreek Drive),3.5,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,0,0,1,Nick's Steak & Tap House (182 S South St),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Showtime Bistro (2761 Markham Road),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,LongHorn Steakhouse (4907 Grande Blvd),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,3,0,1,Steakhouse at Bill's (3595 Las Vegas Blvd S),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,1,Sterlings Steakhouse (165 Promenade du Centropolis),2.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,0,1,0,1,"Firebirds Wood Fired Grill (211 Park Ave, Ste 109)",3.5,"Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Tequila Family Mexican Restaurant (1109 Cherry Rd),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,0,0,"Legends Steak and Seafood (Tropicana Las Vegas, 3801 Las Vegas Blvd S)",3.5,"You should provide catering services.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,0,T-Bones Sizzling Steaks & Burgers Drive-In Restaurant (2540 Eglinton Avenue E),3,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,0,0,0,0,Ditka's (1 Robinson Plz),3.5,"You should provide catering services.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,1,XO Prime Steaks (500 W St Clair Ave),3.5,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,2,1,1,Logan's Roadhouse (2336 W Roosevelt Blvd),3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,0,LVH - Las Vegas Hotel & Casino (3000 Paradise Rd),2.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,0,0,Montana's BBQ & Bar (112 Crowfoot Terr Nw),2,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,0,Black Angus Steakhouse (2770 W Chandler Blvd),3.5,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,1,1,Katana (3229 W Liberty Ave),3,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,0,Fiesta Rancho (2400 N Rancho Dr),2.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,0,Terrace On the Green (8672 Mississauga Road),3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,0,0,1,Iggy's Grill Bar Patio at Lionhead (8525 Mississauga Road),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,DeSimone's Steakhouse (1500 Railroad Pass Casino Rd),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,1,1,Ruth's Chris Steak House (222 S Tryon St),4,You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,Yard House (11011 W Charleston Blvd),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,2,1,0,Arizona Grill Lounge (215 Carlingview Drive),2.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,1,0,"Zest - Bistro & Bar (10670 Southern Highlands Pkwy, Ste 102)",4.5,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,0,1,0,1,Lone Star Texas Grill (930 Dixon Rd),3,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,1,Strip (36840 Detroit Rd),4,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,Speakeasy Saloon and Grill (7450 W Chandler Blvd),2.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Applebee's Grill + Bar (2651 N 75th Ave),2,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Kelly's Prime Steak & Seafood (3900 S Paradise Rd),2.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Cafe Arc De Triomphe (5813 Yonge Street),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,1,Bourbon Steak (7575 East Princess Drive),4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,MB Steak (4455 Paradise Rd),4.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,0,Cowboys Tap House And Grill (216 Edmonton Trail NE),1.5,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,The Capital Grille (201 N Tryon St),4.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Wasabi Japanese Steakhouse (3598 Midway Mall),3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,Chenoy's Delicatessen (355 Boulevard Curé-Labelle),2.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,0,Ranch House (5614 Wilkinson Blvd),3.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,1,Smoky's Club (3005 University Ave),3.5,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,0,0,1,1,Old Homestead Steakhouse (3570 Las Vegas Blvd S),4,
0,1,1,1,1,0,Tessaro's (4601 Liberty Ave),4,"You should provide catering services.|Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks."
0,0,1,1,0,0,The Keg Steakhouse + Bar (23 S McClintock Dr),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,2,1,0,LongHorn Steakhouse (351 Copperfield Blvd NE),4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,0,Applebee's Grill + Bar (1655 W Elliot),2.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,0,0,1,0,The Charcoal Room (4949 N Rancho Dr),3.5,You should provide catering services.
0,0,1,1,1,1,"Kaizen Sushi Bar & Bio Gourmet Restaurant (4075, Rue Sainte-Catherine Ouest)",3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,0,"Brazz Carvery & Brazilian Steakhouse (500 S College St, Ste 150)",3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,"Switch Steak (Encore Las Vegas, 3121 Las Vegas Blvd S)",3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,0,Outback Steakhouse (8405 Ikea Blvd),3,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,0,Carmen's Steak House (26 Alexander Street),3.5,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,2,0,1,Chop Steakhouse & Bar (41 Colossus Dr),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,0,Avenue 16 Kitchen & Bar (8220 Bowridge Crescent),2.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Harry Buffalo (2119 Mentor Ave),2.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,1,Outback Steakhouse (1400 Market Place Blvd),4,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
